date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:50	6545/6545	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Apr%202024%2019:41:58%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/footer-logo.png	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/images/footer-logo.png	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:52	87532/87532	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2020:46:18%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery-3.7.1.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/jquery-3.7.1.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:52	60635/60635	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Feb%202024%2003:34:44%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/bootstrap.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/bootstrap.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:53	7729/7729	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2000:36:34%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/validator.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/validator.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:54	21081/21081	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Jun%202023%2021:56:50%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.slicknav.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/jquery.slicknav.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:56	148486/148486	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Dec%202023%2022:17:36%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/swiper-bundle.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/swiper-bundle.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:57	9028/9028	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jan%202024%2022:38:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.waypoints.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/jquery.waypoints.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:57	1057/1057	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2022:33:06%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.counterup.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/jquery.counterup.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:58	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Feb%202022%2005:50:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.magnific-popup.min.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/jquery.magnific-popup.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
16:14:59	23366/23366	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2019:16:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/SmoothScroll.js	/home/husnain/websites/shipment-site/demo.awaikenthemes.com/html-preview/medipro/js/SmoothScroll.js	(from https://demo.awaikenthemes.com/html-preview/medipro/about.html)
